product_id,name,category,brand,price,description
50,Product 50,Hats,Wrangler,175.05,"Wrangler hats designed for comfort, durability, and everyday wear."
51,Product 51,Shirts,Carhartt,250.32,"Carhartt shirts designed for comfort, durability, and everyday wear."
52,Product 52,Boots,Wrangler,284.49,"Wrangler boots designed for comfort, durability, and everyday wear."
53,Product 53,Boots,Carhartt,299.35,"Carhartt boots designed for comfort, durability, and everyday wear."
54,Product 54,Hats,Carhartt,181.35,"Carhartt hats designed for comfort, durability, and everyday wear."
55,Product 55,Shirts,Carhartt,237.62,"Carhartt shirts designed for comfort, durability, and everyday wear."
56,Product 56,Accessories,Carhartt,107.54,"Carhartt accessories designed for comfort, durability, and everyday wear."
57,Product 57,Shirts,Carhartt,145.23,"Carhartt shirts designed for comfort, durability, and everyday wear."
58,Product 58,Boots,Carhartt,43.6,"Carhartt boots designed for comfort, durability, and everyday wear."
59,Product 59,Shirts,Justin,281.53,"Justin shirts designed for comfort, durability, and everyday wear."
60,Product 60,Shirts,Wrangler,231.99,"Wrangler shirts designed for comfort, durability, and everyday wear."
61,Product 61,Shirts,Ariat,231.73,"Ariat shirts designed for comfort, durability, and everyday wear."
62,Product 62,Hats,Ariat,205.79,"Ariat hats designed for comfort, durability, and everyday wear."
63,Product 63,Shirts,Carhartt,78.16,"Carhartt shirts designed for comfort, durability, and everyday wear."
64,Product 64,Accessories,Justin,171.34,"Justin accessories designed for comfort, durability, and everyday wear."
65,Product 65,Shirts,Justin,136.83,"Justin shirts designed for comfort, durability, and everyday wear."
66,Product 66,Shirts,Tony Lama,283.4,"Tony Lama shirts designed for comfort, durability, and everyday wear."
67,Product 67,Boots,Ariat,176.71,"Ariat boots designed for comfort, durability, and everyday wear."
68,Product 68,Accessories,Wrangler,55.03,"Wrangler accessories designed for comfort, durability, and everyday wear."
69,Product 69,Jeans,Carhartt,46.44,"Carhartt jeans designed for comfort, durability, and everyday wear."
70,Product 70,Boots,Justin,185.03,"Justin boots designed for comfort, durability, and everyday wear."
71,Product 71,Shirts,Tony Lama,210.12,"Tony Lama shirts designed for comfort, durability, and everyday wear."
72,Product 72,Shirts,Wrangler,129.15,"Wrangler shirts designed for comfort, durability, and everyday wear."
73,Product 73,Accessories,Justin,167.37,"Justin accessories designed for comfort, durability, and everyday wear."
74,Product 74,Shirts,Tony Lama,293.79,"Tony Lama shirts designed for comfort, durability, and everyday wear."
75,Product 75,Hats,Carhartt,166.21,"Carhartt hats designed for comfort, durability, and everyday wear."
76,Product 76,Accessories,Justin,239.43,"Justin accessories designed for comfort, durability, and everyday wear."
77,Product 77,Jeans,Carhartt,284.67,"Carhartt jeans designed for comfort, durability, and everyday wear."
78,Product 78,Jeans,Tony Lama,112.86,"Tony Lama jeans designed for comfort, durability, and everyday wear."
79,Product 79,Jeans,Justin,191.5,"Justin jeans designed for comfort, durability, and everyday wear."
80,Product 80,Jeans,Carhartt,72.37,"Carhartt jeans designed for comfort, durability, and everyday wear."
81,Product 81,Boots,Tony Lama,296.49,"Tony Lama boots designed for comfort, durability, and everyday wear."
82,Product 82,Hats,Justin,227.16,"Justin hats designed for comfort, durability, and everyday wear."
83,Product 83,Boots,Justin,256.87,"Justin boots designed for comfort, durability, and everyday wear."
84,Product 84,Shirts,Carhartt,143.1,"Carhartt shirts designed for comfort, durability, and everyday wear."
85,Product 85,Shirts,Tony Lama,293.33,"Tony Lama shirts designed for comfort, durability, and everyday wear."
86,Product 86,Shirts,Ariat,295.67,"Ariat shirts designed for comfort, durability, and everyday wear."
87,Product 87,Boots,Justin,251.62,"Justin boots designed for comfort, durability, and everyday wear."
88,Product 88,Accessories,Carhartt,250.61,"Carhartt accessories designed for comfort, durability, and everyday wear."
89,Product 89,Jeans,Justin,97.96,"Justin jeans designed for comfort, durability, and everyday wear."
90,Product 90,Hats,Carhartt,62.48,"Carhartt hats designed for comfort, durability, and everyday wear."
91,Product 91,Accessories,Ariat,286.36,"Ariat accessories designed for comfort, durability, and everyday wear."
92,Product 92,Hats,Tony Lama,64.44,"Tony Lama hats designed for comfort, durability, and everyday wear."
93,Product 93,Hats,Tony Lama,156.04,"Tony Lama hats designed for comfort, durability, and everyday wear."
94,Product 94,Accessories,Wrangler,83.53,"Wrangler accessories designed for comfort, durability, and everyday wear."
95,Product 95,Accessories,Carhartt,228.53,"Carhartt accessories designed for comfort, durability, and everyday wear."
96,Product 96,Accessories,Ariat,288.53,"Ariat accessories designed for comfort, durability, and everyday wear."
97,Product 97,Jeans,Justin,295.52,"Justin jeans designed for comfort, durability, and everyday wear."
98,Product 98,Accessories,Ariat,229.96,"Ariat accessories designed for comfort, durability, and everyday wear."
99,Product 99,Boots,Justin,178.93,"Justin boots designed for comfort, durability, and everyday wear."
100,Product 100,Hats,Ariat,84.91,"Ariat hats designed for comfort, durability, and everyday wear."
101,Product 101,Accessories,Tony Lama,133.74,"Tony Lama accessories designed for comfort, durability, and everyday wear."
102,Product 102,Boots,Tony Lama,95.21,"Tony Lama boots designed for comfort, durability, and everyday wear."
103,Product 103,Shirts,Ariat,176.54,"Ariat shirts designed for comfort, durability, and everyday wear."
104,Product 104,Hats,Ariat,114.28,"Ariat hats designed for comfort, durability, and everyday wear."
105,Product 105,Hats,Tony Lama,216.45,"Tony Lama hats designed for comfort, durability, and everyday wear."
106,Product 106,Hats,Tony Lama,109.99,"Tony Lama hats designed for comfort, durability, and everyday wear."
107,Product 107,Jeans,Wrangler,263.53,"Wrangler jeans designed for comfort, durability, and everyday wear."
108,Product 108,Boots,Carhartt,51.9,"Carhartt boots designed for comfort, durability, and everyday wear."
109,Product 109,Jeans,Wrangler,187.14,"Wrangler jeans designed for comfort, durability, and everyday wear."
110,Product 110,Jeans,Carhartt,126.61,"Carhartt jeans designed for comfort, durability, and everyday wear."
111,Product 111,Accessories,Carhartt,178.09,"Carhartt accessories designed for comfort, durability, and everyday wear."
112,Product 112,Accessories,Ariat,46.43,"Ariat accessories designed for comfort, durability, and everyday wear."
113,Product 113,Boots,Justin,213.96,"Justin boots designed for comfort, durability, and everyday wear."
114,Product 114,Accessories,Justin,293.75,"Justin accessories designed for comfort, durability, and everyday wear."
115,Product 115,Boots,Ariat,146.1,"Ariat boots designed for comfort, durability, and everyday wear."
116,Product 116,Shirts,Carhartt,265.9,"Carhartt shirts designed for comfort, durability, and everyday wear."
117,Product 117,Hats,Wrangler,131.05,"Wrangler hats designed for comfort, durability, and everyday wear."
118,Product 118,Shirts,Wrangler,59.66,"Wrangler shirts designed for comfort, durability, and everyday wear."
119,Product 119,Hats,Ariat,40.43,"Ariat hats designed for comfort, durability, and everyday wear."
120,Product 120,Jeans,Justin,260.18,"Justin jeans designed for comfort, durability, and everyday wear."
121,Product 121,Accessories,Wrangler,228.88,"Wrangler accessories designed for comfort, durability, and everyday wear."
122,Product 122,Jeans,Carhartt,164.85,"Carhartt jeans designed for comfort, durability, and everyday wear."
123,Product 123,Boots,Tony Lama,242.48,"Tony Lama boots designed for comfort, durability, and everyday wear."
124,Product 124,Boots,Wrangler,185.85,"Wrangler boots designed for comfort, durability, and everyday wear."
125,Product 125,Boots,Justin,93.52,"Justin boots designed for comfort, durability, and everyday wear."
126,Product 126,Boots,Justin,103.51,"Justin boots designed for comfort, durability, and everyday wear."
127,Product 127,Hats,Carhartt,156.57,"Carhartt hats designed for comfort, durability, and everyday wear."
128,Product 128,Hats,Wrangler,190.42,"Wrangler hats designed for comfort, durability, and everyday wear."
129,Product 129,Hats,Ariat,140.9,"Ariat hats designed for comfort, durability, and everyday wear."
130,Product 130,Jeans,Wrangler,209.37,"Wrangler jeans designed for comfort, durability, and everyday wear."
131,Product 131,Hats,Justin,167.01,"Justin hats designed for comfort, durability, and everyday wear."
132,Product 132,Accessories,Justin,54.76,"Justin accessories designed for comfort, durability, and everyday wear."
133,Product 133,Hats,Justin,156.68,"Justin hats designed for comfort, durability, and everyday wear."
134,Product 134,Accessories,Justin,174.65,"Justin accessories designed for comfort, durability, and everyday wear."
135,Product 135,Jeans,Carhartt,110.99,"Carhartt jeans designed for comfort, durability, and everyday wear."
136,Product 136,Boots,Carhartt,190.15,"Carhartt boots designed for comfort, durability, and everyday wear."
137,Product 137,Boots,Justin,223.9,"Justin boots designed for comfort, durability, and everyday wear."
138,Product 138,Shirts,Wrangler,290.01,"Wrangler shirts designed for comfort, durability, and everyday wear."
139,Product 139,Hats,Tony Lama,176.57,"Tony Lama hats designed for comfort, durability, and everyday wear."
140,Product 140,Hats,Justin,149.45,"Justin hats designed for comfort, durability, and everyday wear."
141,Product 141,Shirts,Wrangler,243.94,"Wrangler shirts designed for comfort, durability, and everyday wear."
142,Product 142,Hats,Ariat,163.09,"Ariat hats designed for comfort, durability, and everyday wear."
143,Product 143,Hats,Justin,252.49,"Justin hats designed for comfort, durability, and everyday wear."
144,Product 144,Jeans,Tony Lama,119.56,"Tony Lama jeans designed for comfort, durability, and everyday wear."
145,Product 145,Accessories,Carhartt,236.03,"Carhartt accessories designed for comfort, durability, and everyday wear."
146,Product 146,Hats,Tony Lama,232.99,"Tony Lama hats designed for comfort, durability, and everyday wear."
147,Product 147,Shirts,Wrangler,208.83,"Wrangler shirts designed for comfort, durability, and everyday wear."
148,Product 148,Accessories,Ariat,125.34,"Ariat accessories designed for comfort, durability, and everyday wear."
149,Product 149,Hats,Wrangler,74.75,"Wrangler hats designed for comfort, durability, and everyday wear."
150,Product 150,Boots,Justin,126.65,"Justin boots designed for comfort, durability, and everyday wear."
151,Product 151,Hats,Tony Lama,202.88,"Tony Lama hats designed for comfort, durability, and everyday wear."
152,Product 152,Boots,Justin,253.67,"Justin boots designed for comfort, durability, and everyday wear."
153,Product 153,Jeans,Ariat,264.88,"Ariat jeans designed for comfort, durability, and everyday wear."
154,Product 154,Jeans,Ariat,88.78,"Ariat jeans designed for comfort, durability, and everyday wear."
155,Product 155,Boots,Carhartt,149.51,"Carhartt boots designed for comfort, durability, and everyday wear."
156,Product 156,Boots,Wrangler,275.66,"Wrangler boots designed for comfort, durability, and everyday wear."
157,Product 157,Boots,Justin,120.65,"Justin boots designed for comfort, durability, and everyday wear."
158,Product 158,Jeans,Tony Lama,256.4,"Tony Lama jeans designed for comfort, durability, and everyday wear."
159,Product 159,Hats,Wrangler,185.1,"Wrangler hats designed for comfort, durability, and everyday wear."
160,Product 160,Jeans,Tony Lama,235.56,"Tony Lama jeans designed for comfort, durability, and everyday wear."
161,Product 161,Accessories,Justin,183.98,"Justin accessories designed for comfort, durability, and everyday wear."
162,Product 162,Accessories,Justin,86.47,"Justin accessories designed for comfort, durability, and everyday wear."
163,Product 163,Accessories,Tony Lama,274.15,"Tony Lama accessories designed for comfort, durability, and everyday wear."
164,Product 164,Shirts,Carhartt,63.25,"Carhartt shirts designed for comfort, durability, and everyday wear."
165,Product 165,Jeans,Tony Lama,156.17,"Tony Lama jeans designed for comfort, durability, and everyday wear."
166,Product 166,Hats,Justin,156.34,"Justin hats designed for comfort, durability, and everyday wear."
167,Product 167,Hats,Carhartt,166.29,"Carhartt hats designed for comfort, durability, and everyday wear."
168,Product 168,Jeans,Carhartt,56.22,"Carhartt jeans designed for comfort, durability, and everyday wear."
169,Product 169,Hats,Wrangler,86.61,"Wrangler hats designed for comfort, durability, and everyday wear."
170,Product 170,Accessories,Carhartt,263.43,"Carhartt accessories designed for comfort, durability, and everyday wear."
171,Product 171,Shirts,Justin,179.91,"Justin shirts designed for comfort, durability, and everyday wear."
172,Product 172,Accessories,Ariat,168.48,"Ariat accessories designed for comfort, durability, and everyday wear."
173,Product 173,Shirts,Carhartt,207.03,"Carhartt shirts designed for comfort, durability, and everyday wear."
174,Product 174,Accessories,Wrangler,219.69,"Wrangler accessories designed for comfort, durability, and everyday wear."
175,Product 175,Boots,Tony Lama,41.96,"Tony Lama boots designed for comfort, durability, and everyday wear."
176,Product 176,Jeans,Ariat,280.59,"Ariat jeans designed for comfort, durability, and everyday wear."
177,Product 177,Hats,Ariat,277.21,"Ariat hats designed for comfort, durability, and everyday wear."
178,Product 178,Jeans,Wrangler,233.61,"Wrangler jeans designed for comfort, durability, and everyday wear."
179,Product 179,Shirts,Carhartt,266.68,"Carhartt shirts designed for comfort, durability, and everyday wear."
180,Product 180,Hats,Carhartt,282.23,"Carhartt hats designed for comfort, durability, and everyday wear."
181,Product 181,Hats,Ariat,278.99,"Ariat hats designed for comfort, durability, and everyday wear."
182,Product 182,Jeans,Ariat,259.98,"Ariat jeans designed for comfort, durability, and everyday wear."
183,Product 183,Hats,Tony Lama,88.48,"Tony Lama hats designed for comfort, durability, and everyday wear."
184,Product 184,Jeans,Justin,150.73,"Justin jeans designed for comfort, durability, and everyday wear."
185,Product 185,Accessories,Carhartt,181.78,"Carhartt accessories designed for comfort, durability, and everyday wear."
186,Product 186,Hats,Tony Lama,40.68,"Tony Lama hats designed for comfort, durability, and everyday wear."
187,Product 187,Shirts,Carhartt,255.38,"Carhartt shirts designed for comfort, durability, and everyday wear."
188,Product 188,Accessories,Tony Lama,174.12,"Tony Lama accessories designed for comfort, durability, and everyday wear."
189,Product 189,Jeans,Ariat,196.46,"Ariat jeans designed for comfort, durability, and everyday wear."
190,Product 190,Boots,Wrangler,219.03,"Wrangler boots designed for comfort, durability, and everyday wear."
191,Product 191,Hats,Ariat,241.36,"Ariat hats designed for comfort, durability, and everyday wear."
192,Product 192,Shirts,Tony Lama,222.66,"Tony Lama shirts designed for comfort, durability, and everyday wear."
193,Product 193,Accessories,Carhartt,93.36,"Carhartt accessories designed for comfort, durability, and everyday wear."
194,Product 194,Accessories,Ariat,216.63,"Ariat accessories designed for comfort, durability, and everyday wear."
195,Product 195,Boots,Carhartt,118.62,"Carhartt boots designed for comfort, durability, and everyday wear."
196,Product 196,Boots,Ariat,210.01,"Ariat boots designed for comfort, durability, and everyday wear."
197,Product 197,Jeans,Tony Lama,231.63,"Tony Lama jeans designed for comfort, durability, and everyday wear."
198,Product 198,Jeans,Ariat,89.4,"Ariat jeans designed for comfort, durability, and everyday wear."
199,Product 199,Hats,Justin,47.97,"Justin hats designed for comfort, durability, and everyday wear."
200,Product 200,Shirts,Carhartt,155.02,"Carhartt shirts designed for comfort, durability, and everyday wear."
